age group desc,birth count,birth count_pct,county name,low birth weight ind desc,sort,year desc
Less than 15,0,0.0,Logan,Total,34544,2017 **
18 to 19,94,100.0,Licking,Total,34490,2017 **
20 to 24,413,100.0,Licking,Total,34493,2017 **
35 to 39,43,100.0,Lawrence,Total,34469,2017 **
45 and older,0,0.0,Lawrence,Total,34475,2017 **
45 and older,*,*,Licking,Total,34508,2017 **
Unknown,0,0.0,Licking,Total,34514,2017 **
30 to 34,171,100.0,Knox,Total,34400,2017 **
40 to 44,31,100.0,Licking,Total,34505,2017 **
25 to 29,171,100.0,Logan,Total,34529,2017 **
18 to 19,*,*,Madison,Total,34622,2017 **
Less than 15,0,0.0,Licking,Total,34511,2017 **
18 to 19,83,100.0,Columbiana,Total,24491,2014
Less than 15,*,*,Mercer,Total,1775,2006
30 to 34,639,100.0,Medina,Total,1697,2006
40 to 44,*,*,Meigs,Total,1736,2006
30 to 34,10,17.5,Gallia,Low birth weight (<2500g),870,2006
15 to 17,0,0.0,Harrison,Low birth weight (<2500g),19107,2012
18 to 19,1,7.7,Henry,Low birth weight (<2500g),19143,2012
40 to 44,0,0.0,Harrison,Low birth weight (<2500g),19125,2012
Unknown,0,0.0,Harrison,Normal birth weight (2500g+),19135,2012
Less than 15,0,0.0,Harrison,Low birth weight (<2500g),19131,2012
25 to 29,49,92.5,Harrison,Normal birth weight (2500g+),19117,2012
15 to 17,*,*,Henry,Normal birth weight (2500g+),19141,2012
18 to 19,*,*,Henry,Normal birth weight (2500g+),19144,2012
25 to 29,232,100.0,Geauga,Total,21923,2013
Less than 15,0,0.0,Gallia,Total,21905,2013
15 to 17,*,*,Fulton,Total,21848,2013
25 to 29,110,100.0,Gallia,Total,21890,2013
35 to 39,*,*,Gallia,Total,21896,2013
15 to 17,*,*,Gallia,Total,21881,2013
Unknown,0,0.0,Fayette,Total,21809,2013
45 and older,0,0.0,Gallia,Total,21902,2013
30 to 34,98,88.3,Fulton,Normal birth weight (2500g+),3841,2007
20 to 24,477,10.6,Franklin,Low birth weight (<2500g),3801,2007
20 to 24,16,10.5,Gallia,Low birth weight (<2500g),3867,2007
Less than 15,25,89.3,Franklin,Normal birth weight (2500g+),3820,2007
15 to 17,66,11.8,Franklin,Low birth weight (<2500g),3795,2007
35 to 39,*,*,Fayette,Normal birth weight (2500g+),3778,2007
40 to 44,*,*,Fayette,Low birth weight (<2500g),3780,2007
15 to 17,492,88.2,Franklin,Normal birth weight (2500g+),3796,2007
25 to 29,477,9.2,Franklin,Low birth weight (<2500g),3804,2007
40 to 44,*,*,Fulton,Low birth weight (<2500g),3846,2007
Unknown,0,0.0,Fulton,Low birth weight (<2500g),3855,2007
40 to 44,*,*,Morgan,Low birth weight (<2500g),16914,2011
Unknown,0,0.0,Montgomery,Low birth weight (<2500g),16890,2011
Unknown,0,0.0,Morgan,Low birth weight (<2500g),16923,2011
15 to 17,*,*,Morgan,Normal birth weight (2500g+),16897,2011
30 to 34,1,029,Butler,Normal birth weight (2500g+),91,2007
45 and older,0,0.0,Wyandot,Normal birth weight (2500g+),23914,2013
35 to 39,0,0.0,Wyandot,Low birth weight (<2500g),23907,2013
30 to 34,0,0.0,NonOH,Normal birth weight (2500g+),23938,2013
30 to 34,55,91.7,Wyandot,Normal birth weight (2500g+),23905,2013
Less than 15,0,0.0,Wood,Low birth weight (<2500g),23883,2013
25 to 29,0,0.0,NonOH,Low birth weight (<2500g),23934,2013
Unknown,0,0.0,Wood,Normal birth weight (2500g+),23887,2013
35 to 39,*,*,Wyandot,Normal birth weight (2500g+),23908,2013
15 to 17,*,*,Wyandot,Normal birth weight (2500g+),23893,2013
40 to 44,0,0.0,NonOH,Normal birth weight (2500g+),23944,2013
30 to 34,5,8.3,Wyandot,Low birth weight (<2500g),23904,2013
40 to 44,0,0.0,Wyandot,Low birth weight (<2500g),23910,2013
15 to 17,0,0.0,NonOH,Low birth weight (<2500g),23925,2013
18 to 19,2,10.5,Wyandot,Low birth weight (<2500g),23895,2013
Less than 15,0,0.0,Wyandot,Low birth weight (<2500g),23916,2013
18 to 19,0,0.0,NonOH,Normal birth weight (2500g+),23929,2013
30 to 34,0,0.0,NonOH,Low birth weight (<2500g),23937,2013
Unknown,0,0.0,Wyandot,Normal birth weight (2500g+),23920,2013
Less than 15,0,0.0,NonOH,Normal birth weight (2500g+),23950,2013
35 to 39,0,0.0,Unknown,Low birth weight (<2500g),23973,2013
15 to 17,0,0.0,Unknown,Low birth weight (<2500g),23958,2013
45 and older,0,0.0,NonOH,Low birth weight (<2500g),23946,2013
20 to 24,0,0.0,NonOH,Normal birth weight (2500g+),23932,2013
18 to 19,0,0.0,Unknown,Low birth weight (<2500g),23961,2013
40 to 44,0,0.0,NonOH,Low birth weight (<2500g),23943,2013
20 to 24,0,0.0,NonOH,Low birth weight (<2500g),23931,2013
Less than 15,0,0.0,NonOH,Low birth weight (<2500g),23949,2013
25 to 29,0,0.0,NonOH,Normal birth weight (2500g+),23935,2013
35 to 39,0,0.0,Unknown,Normal birth weight (2500g+),23974,2013
Unknown,0,0.0,NonOH,Low birth weight (<2500g),23952,2013
20 to 24,0,0.0,Unknown,Low birth weight (<2500g),23964,2013
30 to 34,0,0.0,Unknown,Normal birth weight (2500g+),23971,2013
15 to 17,0,0.0,NonOH,Normal birth weight (2500g+),23926,2013
35 to 39,0,0.0,NonOH,Low birth weight (<2500g),23940,2013
25 to 29,*,*,Unknown,Normal birth weight (2500g+),23968,2013
35 to 39,0,0.0,NonOH,Normal birth weight (2500g+),23941,2013
20 to 24,0,0.0,Unknown,Normal birth weight (2500g+),23965,2013
25 to 29,0,0.0,Unknown,Low birth weight (<2500g),23967,2013
Unknown,0,0.0,NonOH,Normal birth weight (2500g+),23953,2013
18 to 19,0,0.0,NonOH,Low birth weight (<2500g),23928,2013
18 to 19,0,0.0,Unknown,Normal birth weight (2500g+),23962,2013
35 to 39,4,23.5,Adams,Low birth weight (<2500g),24039,2014
45 and older,0,0.0,Unknown,Low birth weight (<2500g),23979,2013
25 to 29,13,12.6,Adams,Low birth weight (<2500g),24033,2014
18 to 19,4,16.0,Adams,Low birth weight (<2500g),24027,2014
20 to 24,13,11.4,Adams,Low birth weight (<2500g),24030,2014
Less than 15,0,0.0,Unknown,Low birth weight (<2500g),23982,2013
40 to 44,0,0.0,Unknown,Normal birth weight (2500g+),23977,2013
35 to 39,*,*,Adams,Normal birth weight (2500g+),24040,2014
Unknown,0,0.0,Unknown,Normal birth weight (2500g+),23986,2013
30 to 34,*,*,Unknown,Low birth weight (<2500g),23970,2013
45 and older,0,0.0,NonOH,Normal birth weight (2500g+),23947,2013
25 to 29,66,11.0,Trumbull,Low birth weight (<2500g),17565,2011
40 to 44,15,11.1,Summit,Low birth weight (<2500g),17541,2011
25 to 29,218,94.0,Geauga,Normal birth weight (2500g+),21922,2013
30 to 34,444,93.9,Greene,Normal birth weight (2500g+),21958,2013
15 to 17,*,*,Guernsey,Low birth weight (<2500g),21978,2013
Less than 15,0,0.0,Greene,Low birth weight (<2500g),21969,2013
25 to 29,38,6.4,Greene,Low birth weight (<2500g),21954,2013
Less than 15,0,0.0,Geauga,Normal birth weight (2500g+),21937,2013
18 to 19,6,7.3,Greene,Low birth weight (<2500g),21948,2013
18 to 19,76,92.7,Greene,Normal birth weight (2500g+),21949,2013
15 to 17,1,3.8,Greene,Low birth weight (<2500g),21945,2013
Unknown,0,0.0,Greene,Normal birth weight (2500g+),21973,2013
18 to 19,29,96.7,Guernsey,Normal birth weight (2500g+),21982,2013
Less than 15,*,*,Greene,Normal birth weight (2500g+),21970,2013
30 to 34,29,6.1,Greene,Low birth weight (<2500g),21957,2013
40 to 44,*,*,Guernsey,Normal birth weight (2500g+),21997,2013
20 to 24,146,91.3,Guernsey,Normal birth weight (2500g+),21985,2013
15 to 17,25,96.2,Greene,Normal birth weight (2500g+),21946,2013
30 to 34,61,89.7,Guernsey,Normal birth weight (2500g+),21991,2013
Unknown,0,0.0,Guernsey,Low birth weight (<2500g),22005,2013
Unknown,0,0.0,Guernsey,Normal birth weight (2500g+),22006,2013
45 and older,*,*,Greene,Normal birth weight (2500g+),21967,2013
15 to 17,*,*,Guernsey,Normal birth weight (2500g+),21979,2013
20 to 24,239,9.5,Hamilton,Low birth weight (<2500g),22017,2013
25 to 29,11,8.0,Guernsey,Low birth weight (<2500g),21987,2013
25 to 29,127,92.0,Guernsey,Normal birth weight (2500g+),21988,2013
30 to 34,7,10.3,Guernsey,Low birth weight (<2500g),21990,2013
Unknown,0,0.0,Geauga,Normal birth weight (2500g+),21940,2013
18 to 19,1,3.3,Guernsey,Low birth weight (<2500g),21981,2013
Less than 15,0,0.0,Guernsey,Low birth weight (<2500g),22002,2013
35 to 39,13,7.0,Greene,Low birth weight (<2500g),21960,2013
Unknown,0,0.0,Greene,Low birth weight (<2500g),21972,2013
Less than 15,0,0.0,Guernsey,Normal birth weight (2500g+),22003,2013
30 to 34,2,675,Hamilton,Normal birth weight (2500g+),91,2013
35 to 39,26,83.9,Guernsey,Normal birth weight (2500g+),21994,2013
40 to 44,*,*,Guernsey,Low birth weight (<2500g),21996,2013
18 to 19,474,89.6,Hamilton,Normal birth weight (2500g+),22015,2013
20 to 24,14,8.8,Guernsey,Low birth weight (<2500g),21984,2013
35 to 39,5,16.1,Guernsey,Low birth weight (<2500g),21993,2013
15 to 17,19,8.7,Hamilton,Low birth weight (<2500g),22011,2013
15 to 17,200,91.3,Hamilton,Normal birth weight (2500g+),22012,2013
45 and older,0,0.0,Guernsey,Low birth weight (<2500g),21999,2013
45 and older,0,0.0,Guernsey,Normal birth weight (2500g+),22000,2013
20 to 24,2,283,Hamilton,Normal birth weight (2500g+),90,2013
45 and older,*,*,Hamilton,Normal birth weight (2500g+),22033,2013
35 to 39,132,10.5,Hamilton,Low birth weight (<2500g),22026,2013
Less than 15,*,*,Hamilton,Normal birth weight (2500g+),22036,2013
Unknown,0,0.0,Hamilton,Normal birth weight (2500g+),22039,2013
30 to 34,243,8.3,Hamilton,Low birth weight (<2500g),22023,2013
18 to 19,55,10.4,Hamilton,Low birth weight (<2500g),22014,2013
15 to 17,0,0.0,Hancock,Low birth weight (<2500g),22044,2013
Less than 15,3,20.0,Hamilton,Low birth weight (<2500g),22035,2013
25 to 29,2,797,Hamilton,Normal birth weight (2500g+),91,2013
18 to 19,35,94.6,Hancock,Normal birth weight (2500g+),22048,2013
35 to 39,1,124,Hamilton,Normal birth weight (2500g+),89,2013
40 to 44,26,11.7,Hamilton,Low birth weight (<2500g),22029,2013
20 to 24,12,4.8,Hancock,Low birth weight (<2500g),22050,2013
35 to 39,8,9.4,Hancock,Low birth weight (<2500g),22059,2013
25 to 29,266,8.7,Hamilton,Low birth weight (<2500g),22020,2013
Unknown,0,0.0,Hancock,Low birth weight (<2500g),22071,2013
Less than 15,0,0.0,Hancock,Low birth weight (<2500g),22068,2013
Unknown,0,0.0,Hamilton,Low birth weight (<2500g),22038,2013
40 to 44,197,88.3,Hamilton,Normal birth weight (2500g+),22030,2013
30 to 34,209,92.1,Hancock,Normal birth weight (2500g+),22057,2013
15 to 17,*,*,Adams,Normal birth weight (2500g+),27028,2015
15 to 17,0,0.0,Adams,Low birth weight (<2500g),27027,2015
15 to 17,0,0.0,Unknown,Low birth weight (<2500g),26961,2014
40 to 44,0,0.0,Unknown,Low birth weight (<2500g),26979,2014
Less than 15,0,0.0,Unknown,Normal birth weight (2500g+),26986,2014
35 to 39,0,0.0,Unknown,Low birth weight (<2500g),26976,2014
20 to 24,0,0.0,Unknown,Normal birth weight (2500g+),26968,2014
18 to 19,26,92.9,Adams,Normal birth weight (2500g+),27031,2015
18 to 19,2,7.1,Adams,Low birth weight (<2500g),27030,2015
25 to 29,*,*,Unknown,Normal birth weight (2500g+),26971,2014
Less than 15,0,0.0,NonOH,Low birth weight (<2500g),26952,2014
20 to 24,*,*,Unknown,Low birth weight (<2500g),26967,2014
Less than 15,0,0.0,Adams,Low birth weight (<2500g),27051,2015
35 to 39,*,*,Adams,Normal birth weight (2500g+),27043,2015
Less than 15,0,0.0,Unknown,Low birth weight (<2500g),26985,2014
40 to 44,*,*,Adams,Low birth weight (<2500g),27045,2015
45 and older,0,0.0,Unknown,Normal birth weight (2500g+),26983,2014
40 to 44,0,0.0,Unknown,Normal birth weight (2500g+),26980,2014
Unknown,0,0.0,Unknown,Low birth weight (<2500g),26988,2014
30 to 34,4,9.3,Adams,Low birth weight (<2500g),27039,2015
30 to 34,0,0.0,Unknown,Low birth weight (<2500g),26973,2014
Less than 15,0,0.0,Unknown,Total,11972,2009
Unknown,0,0.0,Miami,Normal birth weight (2500g+),10819,2009
40 to 44,1,5.0,Miami,Low birth weight (<2500g),10809,2009
30 to 34,252,95.5,Miami,Normal birth weight (2500g+),10804,2009
25 to 29,0,0.0,Monroe,Low birth weight (<2500g),10833,2009
Less than 15,*,*,Miami,Normal birth weight (2500g+),10816,2009
Unknown,0,0.0,Miami,Low birth weight (<2500g),10818,2009
Unknown,0,0.0,Monroe,Low birth weight (<2500g),10851,2009
35 to 39,7,7.4,Miami,Low birth weight (<2500g),10806,2009
20 to 24,140,94.6,Mercer,Normal birth weight (2500g+),10765,2009
25 to 29,1,952,Montgomery,Normal birth weight (2500g+),91,2009
30 to 34,1,278,Montgomery,Normal birth weight (2500g+),91,2009
40 to 44,*,*,Monroe,Normal birth weight (2500g+),10843,2009
25 to 29,42,100.0,Monroe,Normal birth weight (2500g+),10834,2009
40 to 44,0,0.0,Monroe,Low birth weight (<2500g),10842,2009
20 to 24,220,11.2,Montgomery,Low birth weight (<2500g),10863,2009
18 to 19,538,91.0,Montgomery,Normal birth weight (2500g+),10861,2009
35 to 39,62,10.8,Montgomery,Low birth weight (<2500g),10872,2009
35 to 39,*,*,Monroe,Normal birth weight (2500g+),10840,2009
20 to 24,46,92.0,Monroe,Normal birth weight (2500g+),10831,2009
45 and older,0,0.0,Miami,Low birth weight (<2500g),10812,2009
15 to 17,0,0.0,Monroe,Low birth weight (<2500g),10824,2009
18 to 19,*,*,Monroe,Normal birth weight (2500g+),10828,2009
15 to 17,*,*,Monroe,Normal birth weight (2500g+),10825,2009
18 to 19,*,*,Monroe,Low birth weight (<2500g),10827,2009
Unknown,0,0.0,Monroe,Normal birth weight (2500g+),10852,2009
15 to 17,33,13.3,Montgomery,Low birth weight (<2500g),10857,2009
20 to 24,*,*,Monroe,Low birth weight (<2500g),10830,2009
15 to 17,215,86.7,Montgomery,Normal birth weight (2500g+),10858,2009
25 to 29,191,8.9,Montgomery,Low birth weight (<2500g),10866,2009
35 to 39,*,*,Monroe,Low birth weight (<2500g),10839,2009
30 to 34,0,0.0,Monroe,Low birth weight (<2500g),10836,2009
Less than 15,0,0.0,Monroe,Low birth weight (<2500g),10848,2009
Less than 15,*,*,Montgomery,Normal birth weight (2500g+),10882,2009
Less than 15,0,0.0,Monroe,Normal birth weight (2500g+),10849,2009
45 and older,0,0.0,Monroe,Normal birth weight (2500g+),10846,2009
45 and older,0,0.0,Monroe,Low birth weight (<2500g),10845,2009
15 to 17,*,*,Morgan,Normal birth weight (2500g+),10891,2009
25 to 29,44,86.3,Morgan,Normal birth weight (2500g+),10900,2009
20 to 24,1,747,Montgomery,Normal birth weight (2500g+),88,2009
18 to 19,53,9.0,Montgomery,Low birth weight (<2500g),10860,2009
Unknown,0,0.0,Montgomery,Normal birth weight (2500g+),10885,2009
30 to 34,112,8.1,Montgomery,Low birth weight (<2500g),10869,2009
18 to 19,0,0.0,Morgan,Low birth weight (<2500g),10893,2009
40 to 44,19,16.2,Montgomery,Low birth weight (<2500g),10875,2009
40 to 44,98,83.8,Montgomery,Normal birth weight (2500g+),10876,2009
25 to 29,*,*,Morgan,Low birth weight (<2500g),10899,2009
30 to 34,*,*,Morgan,Normal birth weight (2500g+),10903,2009
15 to 17,0,0.0,Morgan,Low birth weight (<2500g),10890,2009
18 to 19,26,89.7,Morrow,Normal birth weight (2500g+),10927,2009
35 to 39,511,89.2,Montgomery,Normal birth weight (2500g+),10873,2009
20 to 24,6,11.8,Morgan,Low birth weight (<2500g),10896,2009
Less than 15,3,23.1,Montgomery,Low birth weight (<2500g),10881,2009
35 to 39,1,8.3,Morgan,Low birth weight (<2500g),10905,2009
35 to 39,*,*,Morgan,Normal birth weight (2500g+),10906,2009
30 to 34,0,0.0,Morgan,Low birth weight (<2500g),10902,2009
45 and older,0,0.0,Montgomery,Low birth weight (<2500g),10878,2009
Unknown,0,0.0,Morgan,Low birth weight (<2500g),10917,2009
Unknown,0,0.0,Montgomery,Low birth weight (<2500g),10884,2009
18 to 19,*,*,Morgan,Normal birth weight (2500g+),10894,2009
45 and older,*,*,Montgomery,Normal birth weight (2500g+),10879,2009
45 and older,0,0.0,Morgan,Normal birth weight (2500g+),10912,2009
20 to 24,104,92.9,Morrow,Normal birth weight (2500g+),10930,2009
40 to 44,*,*,Morgan,Normal birth weight (2500g+),10909,2009
Less than 15,0,0.0,Morgan,Normal birth weight (2500g+),10915,2009
40 to 44,*,*,Morgan,Low birth weight (<2500g),10908,2009
45 and older,0,0.0,Morgan,Low birth weight (<2500g),10911,2009
Less than 15,*,*,Morrow,Normal birth weight (2500g+),10948,2009
40 to 44,*,*,Morrow,Normal birth weight (2500g+),10942,2009
Unknown,0,0.0,Morgan,Normal birth weight (2500g+),10918,2009
18 to 19,12,11.4,Muskingum,Low birth weight (<2500g),10959,2009
15 to 17,*,*,Morrow,Low birth weight (<2500g),10923,2009
30 to 34,3,3.4,Morrow,Low birth weight (<2500g),10935,2009
18 to 19,3,10.3,Morrow,Low birth weight (<2500g),10926,2009
15 to 17,5,14.7,Muskingum,Low birth weight (<2500g),10956,2009
20 to 24,36,9.4,Muskingum,Low birth weight (<2500g),10962,2009
45 and older,0,0.0,Morrow,Low birth weight (<2500g),10944,2009
20 to 24,45,88.2,Morgan,Normal birth weight (2500g+),10897,2009
20 to 24,8,7.1,Morrow,Low birth weight (<2500g),10929,2009
Unknown,0,0.0,Morrow,Low birth weight (<2500g),10950,2009
20 to 24,348,90.6,Muskingum,Normal birth weight (2500g+),10963,2009
15 to 17,*,*,Morrow,Normal birth weight (2500g+),10924,2009
40 to 44,0,0.0,Morrow,Low birth weight (<2500g),10941,2009
45 and older,0,0.0,Morrow,Normal birth weight (2500g+),10945,2009
25 to 29,118,95.2,Morrow,Normal birth weight (2500g+),10933,2009
30 to 34,84,96.6,Morrow,Normal birth weight (2500g+),10936,2009
45 and older,0,0.0,Muskingum,Normal birth weight (2500g+),10978,2009
45 and older,0,0.0,Muskingum,Low birth weight (<2500g),10977,2009
25 to 29,6,4.8,Morrow,Low birth weight (<2500g),10932,2009
40 to 44,*,*,Muskingum,Normal birth weight (2500g+),10975,2009
18 to 19,93,88.6,Muskingum,Normal birth weight (2500g+),10960,2009
25 to 29,30,10.3,Muskingum,Low birth weight (<2500g),10965,2009
Unknown,0,0.0,Morrow,Normal birth weight (2500g+),10951,2009
Less than 15,0,0.0,Morgan,Low birth weight (<2500g),10914,2009
35 to 39,29,82.9,Morrow,Normal birth weight (2500g+),10939,2009
35 to 39,6,17.1,Morrow,Low birth weight (<2500g),10938,2009
Unknown,0,0.0,Sandusky,Total,17387,2011
18 to 19,44,100.0,Shelby,Total,17462,2011
35 to 39,55,100.0,Shelby,Total,17474,2011
35 to 39,656,100.0,Summit,Total,17540,2011
20 to 24,152,100.0,Shelby,Total,17465,2011
18 to 19,364,100.0,Summit,Total,17528,2011
Less than 15,*,*,Summit,Total,17549,2011
25 to 29,599,100.0,Trumbull,Total,17567,2011
25 to 29,1,241,Stark,Total,100,2011
15 to 17,67,100.0,Trumbull,Total,17558,2011
30 to 34,1,610,Summit,Total,100,2011
18 to 19,257,100.0,Stark,Total,17495,2011
15 to 17,147,100.0,Summit,Total,17525,2011
35 to 39,172,100.0,Trumbull,Total,17573,2011
18 to 19,139,100.0,Trumbull,Total,17561,2011
Unknown,0,0.0,Stark,Total,17519,2011
45 and older,*,*,Trumbull,Total,17579,2011
Unknown,0,0.0,Summit,Total,17552,2011
40 to 44,135,100.0,Summit,Total,17543,2011
15 to 17,102,100.0,Stark,Total,17492,2011
25 to 29,212,100.0,Shelby,Total,17468,2011
35 to 39,345,100.0,Stark,Total,17507,2011
Less than 15,*,*,Stark,Total,17516,2011
25 to 29,1,798,Summit,Total,100,2011
15 to 17,*,*,Tuscarawas,Total,17591,2011
45 and older,*,*,Tuscarawas,Total,17612,2011
20 to 24,1,077,Stark,Total,100,2011
Unknown,0,0.0,Trumbull,Total,17585,2011
Less than 15,*,*,Trumbull,Total,17582,2011
40 to 44,83,100.0,Stark,Total,17510,2011
45 and older,0,0.0,Washington,Low birth weight (<2500g),2760,2006
30 to 34,309,93.4,Wayne,Normal birth weight (2500g+),2785,2006
20 to 24,420,91.1,Wayne,Normal birth weight (2500g+),2779,2006
35 to 39,42,97.7,Washington,Normal birth weight (2500g+),2755,2006
40 to 44,26,92.9,Wayne,Normal birth weight (2500g+),2791,2006
30 to 34,778,93.1,Warren,Normal birth weight (2500g+),2719,2006
35 to 39,32,7.4,Warren,Low birth weight (<2500g),2721,2006
45 and older,0,0.0,Vinton,Low birth weight (<2500g),2694,2006
25 to 29,503,95.1,Wayne,Normal birth weight (2500g+),2782,2006
35 to 39,0,0.0,Williams,Low birth weight (<2500g),2820,2006
Less than 15,0,0.0,Vinton,Low birth weight (<2500g),2697,2006
40 to 44,*,*,Washington,Normal birth weight (2500g+),2758,2006
18 to 19,66,89.2,Wayne,Normal birth weight (2500g+),2776,2006
25 to 29,26,4.9,Wayne,Low birth weight (<2500g),2781,2006
18 to 19,5,10.6,Williams,Low birth weight (<2500g),2808,2006
25 to 29,141,93.4,Williams,Normal birth weight (2500g+),2815,2006
45 and older,0,0.0,Washington,Normal birth weight (2500g+),2761,2006
40 to 44,2,7.1,Wayne,Low birth weight (<2500g),2790,2006
20 to 24,11,7.0,Williams,Low birth weight (<2500g),2811,2006
20 to 24,297,95.2,Wood,Normal birth weight (2500g+),2845,2006
35 to 39,147,94.2,Wayne,Normal birth weight (2500g+),2788,2006
45 and older,0,0.0,Wood,Low birth weight (<2500g),2859,2006
45 and older,0,0.0,Wayne,Low birth weight (<2500g),2793,2006
15 to 17,*,*,Williams,Normal birth weight (2500g+),2806,2006
18 to 19,42,89.4,Williams,Normal birth weight (2500g+),2809,2006
25 to 29,204,93.6,Washington,Normal birth weight (2500g+),2749,2006
35 to 39,13,9.5,Wood,Low birth weight (<2500g),2853,2006
Less than 15,0,0.0,Wayne,Low birth weight (<2500g),2796,2006
15 to 17,0,0.0,Williams,Low birth weight (<2500g),2805,2006
40 to 44,5,14.7,Wood,Low birth weight (<2500g),2856,2006
Less than 15,0,0.0,Williams,Normal birth weight (2500g+),2830,2006
Unknown,0,0.0,Wayne,Low birth weight (<2500g),2799,2006
Unknown,0,0.0,Warren,Low birth weight (<2500g),2733,2006
Less than 15,*,*,Wayne,Normal birth weight (2500g+),2797,2006
Less than 15,*,*,Wood,Normal birth weight (2500g+),2863,2006
Unknown,0,0.0,Wayne,Normal birth weight (2500g+),2800,2006
